,from,mid,last,TA,S,predict,real
6600,821401,821403,821402,Default Transition,Default Conflict,,Disagreeing
6601,821407,821409,821408,Default Transition,Default Rephrase,,Restating
6602,821411,821412,821410,Default Transition,Default Inference,,Arguing
6603,821415,821417,821416,Default Transition,Default Rephrase,,Restating
6604,821494,821496,821495,Default Transition,Default Inference,,Arguing
6605,821500,821502,821501,Default Transition,Default Inference,,Arguing
6606,821516,821518,821517,Default Transition,Default Rephrase,,Restating
6607,821668,821669,821667,Default Transition,Default Rephrase,,Default Illocuting
6608,821655,821671,821670,Default Transition,Default Rephrase,,Restating
6609,821661,821673,821672,Default Transition,Default Rephrase,,Restating
6610,821665,821675,821674,Default Transition,Default Inference,,Arguing
6611,821760,821761,821757,Default Transition,Default Inference,,Arguing
6612,821748,821763,821762,Default Transition,Default Rephrase,,Restating
6613,821840,821842,821841,Default Transition,Default Rephrase,,Default Illocuting
6614,821844,821846,821845,Default Transition,Default Inference,,Arguing
6615,821848,821850,821849,Default Transition,Default Rephrase,,Restating
6616,821856,821858,821857,Default Transition,Default Inference,,Arguing
6617,821860,821862,821861,Default Transition,Default Inference,,Arguing
6618,821864,821866,821865,Default Transition,Default Rephrase,,Restating
6619,821868,821871,821870,Default Transition,Default Inference,,Arguing
6620,821873,821874,821872,Default Transition,Default Inference,,Arguing
6621,821940,821942,821941,Default Transition,Default Rephrase,,Default Illocuting
6622,821944,821946,821945,Default Transition,Default Inference,,Arguing
6623,821948,821950,821949,Default Transition,Default Rephrase,,Restating
6624,821952,821954,821953,Default Transition,Default Rephrase,,Restating
6625,821961,821963,821962,Default Transition,Default Conflict,,Disagreeing
6626,821965,821967,821966,Default Transition,Default Rephrase,,Restating
6627,821973,821975,821974,Default Transition,Default Rephrase,,Restating
6628,822317,822322,822321,Default Transition,Default Rephrase,,Restating
6629,822329,822331,822330,Default Transition,Default Rephrase,,Default Illocuting
6630,822339,822341,822340,Default Transition,Default Rephrase,,Restating
6631,822348,822349,822347,Default Transition,Default Inference,,Arguing
6632,822351,822352,822350,Default Transition,Default Rephrase,,Restating
6633,822354,822355,822353,Default Transition,Default Rephrase,,Restating
6634,822335,822357,822356,Default Transition,Default Rephrase,,Restating
6635,822345,822359,822358,Default Transition,Default Rephrase,,Default Illocuting
6636,822454,822455,822453,Default Transition,Default Inference,,Arguing
6637,822463,822465,822464,Default Transition,Default Inference,,Arguing
6638,822470,822471,822469,Default Transition,Default Rephrase,,Restating
6639,822479,822480,822478,Default Transition,Default Inference,,Arguing
6640,822555,822556,822554,Default Transition,Default Inference,,Arguing
6641,822567,822568,822566,Default Transition,Default Inference,,Arguing
6642,822570,822571,822569,Default Transition,Default Conflict,,Disagreeing
6643,822882,822884,822883,Default Transition,Default Inference,,Arguing
6644,822887,822888,822886,Default Transition,Default Rephrase,,Restating
6645,822895,822896,822894,Default Transition,Default Rephrase,,Default Illocuting
6646,822903,822906,822905,Default Transition,Default Inference,,Arguing
6647,823054,823056,823055,Default Transition,Default Rephrase,,Restating
6648,823062,823066,823063,Default Transition,Default Inference,,Arguing
6649,823070,823072,823071,Default Transition,Default Rephrase,,Restating
6650,823082,823088,823087,Default Transition,Default Rephrase,,Restating
6651,823080,823090,823089,Default Transition,Default Inference,,Arguing
6652,823084,823092,823091,Default Transition,Default Rephrase,,Restating
6653,823086,823094,823093,Default Transition,Default Inference,,Arguing
6654,832793,832794,832792,Default Transition,Default Rephrase,,Restating
6655,832795,832797,832796,Default Transition,Default Inference,,Arguing
6656,832807,832809,832808,Default Transition,Default Inference,,Arguing
6657,832817,832819,832818,Default Transition,Default Inference,,Arguing
6658,832854,832855,832853,Default Transition,Default Inference,,Arguing
6659,832859,832860,832857,Default Transition,Default Rephrase,,Restating
6660,832858,832861,832856,Default Transition,Default Rephrase,,Default Illocuting
6661,832874,832875,832873,Default Transition,Default Rephrase,,Default Illocuting
6662,832901,832902,832900,Default Transition,Default Inference,,Arguing
6663,832906,832907,832905,Default Transition,Default Inference,,Arguing
6664,832935,832936,832934,Default Transition,Default Rephrase,,Restating
6665,832943,832945,832944,Default Transition,Default Rephrase,,Restating
6666,832988,832991,832990,Default Transition,Default Inference,,Arguing
6667,833819,833821,833817,Default Transition,Default Rephrase,,Restating
6668,833820,833822,833818,Default Transition,Default Rephrase,,Restating
6669,833828,833829,833827,Default Transition,Default Inference,,Arguing
6670,833831,833833,833832,Default Transition,Default Rephrase,,Restating
6671,834174,834176,834175,Default Transition,Default Conflict,,Disagreeing
6672,834191,834207,834206,Default Transition,Default Inference,,Arguing
6673,834198,834209,834208,Default Transition,Default Inference,,Arguing
6674,834211,834212,834210,Default Transition,Default Rephrase,,Default Illocuting
6675,834205,834214,834213,Default Transition,Default Inference,,Arguing
6676,834243,834244,834242,Default Transition,Default Rephrase,,Restating
6677,834241,834246,834245,Default Transition,Default Inference,,Arguing
6678,835173,835175,835174,Default Transition,Default Rephrase,,Restating
6679,835179,835180,835178,Default Transition,Default Inference,,Arguing
6680,835182,835184,835183,Default Transition,Default Inference,,Arguing
6681,835186,835188,835187,Default Transition,Default Inference,,Arguing
6682,835192,835194,835193,Default Transition,Default Inference,,Arguing
6683,835198,835200,835199,Default Transition,Default Inference,,Arguing
6684,835204,835206,835205,Default Transition,Default Rephrase,,Restating
6685,835208,835211,835210,Default Transition,Default Conflict,,Disagreeing
6686,835212,835214,835213,Default Transition,Default Rephrase,,Restating
6687,835218,835220,835219,Default Transition,Default Rephrase,,Restating
6688,835223,835224,835222,Default Transition,Default Conflict,,Disagreeing
6689,836625,836627,836626,Default Transition,Default Inference,,Arguing
6690,836645,836647,836646,Default Transition,Default Rephrase,,Restating
6691,836672,836674,836673,Default Transition,Default Inference,,Arguing
6692,836691,836693,836692,Default Transition,Default Conflict,,Disagreeing
6693,836729,836731,836730,Default Transition,Default Rephrase,,Restating
6694,836745,836747,836746,Default Transition,Default Inference,,Arguing
6695,836597,836749,836748,Default Transition,Default Conflict,,Disagreeing
6696,836633,836750,836632,Default Transition,Default Inference,,Arguing
6697,842009,842010,842008,Default Transition,Default Inference,,Arguing
6698,842012,842013,842011,Default Transition,Default Conflict,,Disagreeing
6699,842020,842021,842019,Default Transition,Default Rephrase,,Restating
6700,842025,842026,842024,Default Transition,Default Inference,,Arguing
6701,842030,842031,842029,Default Transition,Default Rephrase,,Restating
6702,842035,842036,842034,Default Transition,Default Conflict,,Disagreeing
6703,842441,842443,842442,Default Transition,Default Rephrase,,Restating
6704,842444,842446,842445,Default Transition,Default Rephrase,,Restating
6705,842448,842450,842449,Default Transition,Default Rephrase,,Restating
6706,842453,842454,842452,Default Transition,Default Inference,,Arguing
6707,842456,842457,842455,Default Transition,Default Inference,,Arguing
6708,842461,842463,842462,Default Transition,Default Inference,,Asserting
6709,842460,842465,842464,Default Transition,Default Inference,,Arguing
6710,842468,842470,842469,Default Transition,Default Rephrase,,Restating
6711,842472,842473,842471,Default Transition,Default Rephrase,,Restating
6712,842474,842476,842475,Default Transition,Default Inference,,Arguing
6713,842477,842479,842478,Default Transition,Default Rephrase,,Restating
6714,842580,842582,842581,Default Transition,Default Conflict,,Disagreeing
6715,842588,842590,842589,Default Transition,Default Inference,,Arguing
6716,842598,842599,842597,Default Transition,Default Inference,,Arguing
6717,842587,842602,842601,Default Transition,Default Rephrase,,Restating
6718,842606,842607,842605,Default Transition,Default Rephrase,,Restating
6719,842610,842611,842609,Default Transition,Default Inference,,Arguing
6720,842680,842681,842677,Default Transition,Default Inference,,Arguing
6721,842679,842681,842677,Default Transition,Default Inference,,Arguing
6722,842703,842704,842697,Default Transition,Default Rephrase,,Restating
6723,842706,842707,842694,Default Transition,Default Rephrase,,Restating
6724,842691,842711,842710,Default Transition,Default Inference,,Arguing
6725,842712,842713,842687,Default Transition,Default Inference,,Arguing
6726,842714,842715,842688,Default Transition,Default Inference,,Arguing
6727,842824,842830,842829,Default Transition,Default Rephrase,,Restating
6728,842847,842848,842846,Default Transition,Default Inference,,Arguing
6729,842850,842852,842851,Default Transition,Default Rephrase,,Restating
6730,842828,842854,842853,Default Transition,Default Rephrase,,Restating
6731,842842,842856,842855,Default Transition,Default Rephrase,,Restating
6732,842844,842858,842857,Default Transition,Default Inference,,Arguing
6733,842940,842963,842961,Default Transition,Default Inference,,Arguing
6734,842946,842965,842964,Default Transition,Default Rephrase,,Restating
6735,842951,842967,842966,Default Transition,Default Rephrase,,Restating
6736,842957,842970,842969,Default Transition,Default Inference,,Arguing
6737,842972,842973,842971,Default Transition,Default Conflict,,Disagreeing
6738,842958,842975,842974,Default Transition,Default Rephrase,,Restating
6739,842977,842978,842976,Default Transition,Default Rephrase,,Restating
6740,842935,842980,842979,Default Transition,Default Rephrase,,Restating
6741,842982,842983,842981,Default Transition,Default Rephrase,,Restating
6742,842968,842985,842984,Default Transition,Default Rephrase,,Restating
6743,843065,843067,843066,Default Transition,Default Inference,,Arguing
6744,843069,843071,843070,Default Transition,Default Rephrase,,Restating
6745,843077,843079,843078,Default Transition,Default Rephrase,,Restating
6746,843081,843083,843082,Default Transition,Default Rephrase,,Default Illocuting
6747,843090,843091,843088,Default Transition,Default Inference,,Arguing
6748,843100,843101,843099,Default Transition,Default Inference,,Default Illocuting
6749,843111,843112,843110,Default Transition,Default Rephrase,,Default Illocuting
6750,843263,843265,843264,Default Transition,Default Rephrase,,Restating
6751,843271,843273,843272,Default Transition,Default Rephrase,,Restating
6752,843275,843277,843276,Default Transition,Default Rephrase,,Restating
6753,843286,843288,843287,Default Transition,Default Inference,,Arguing
6754,843280,843290,843289,Default Transition,Default Inference,,Arguing
6755,843292,843293,843291,Default Transition,Default Rephrase,,Default Illocuting
6756,843297,843300,843299,Default Transition,Default Inference,,Arguing
6757,843298,843302,843301,Default Transition,Default Conflict,,Disagreeing
6758,843393,843395,843394,Default Transition,Default Conflict,,Disagreeing
6759,843397,843399,843398,Default Transition,Default Rephrase,,Restating
6760,843405,843407,843406,Default Transition,Default Inference,,Arguing
6761,843409,843411,843410,Default Transition,Default Rephrase,,Restating
6762,843413,843415,843414,Default Transition,Default Inference,,Arguing
6763,843418,843420,843419,Default Transition,Default Rephrase,,Restating
6764,843422,843424,843423,Default Transition,Default Inference,,Arguing
6765,843430,843432,843431,Default Transition,Default Rephrase,,Restating
6766,843505,843506,843503,Default Transition,Default Rephrase,,Restating
6767,843508,843510,843509,Default Transition,Default Rephrase,,Restating
6768,843518,843520,843519,Default Transition,Default Inference,,Arguing
6769,843539,843541,843540,Default Transition,Default Rephrase,,Restating
6770,843548,843549,843547,Default Transition,Default Inference,,Arguing
6771,843558,843559,843557,Default Transition,Default Inference,,Arguing
6772,843561,843563,843562,Default Transition,Default Inference,,Arguing
6773,843567,843569,843568,Default Transition,Default Inference,,Arguing
6774,843534,843572,843571,Default Transition,Default Inference,,Arguing
6775,843543,843574,843573,Default Transition,Default Rephrase,,Restating
6776,843525,843575,843570,Default Transition,Default Rephrase,,Restating
6777,843822,843824,843820,Default Transition,Default Rephrase,,Restating
6778,843823,843825,843821,Default Transition,Default Rephrase,,Restating
6779,843827,843829,843828,Default Transition,Default Inference,,Arguing
6780,843836,843838,843837,Default Transition,Default Inference,,Arguing
6781,843840,843841,843839,Default Transition,Default Inference,,Arguing
6782,843843,843844,843842,Default Transition,Default Rephrase,,Restating
6783,843853,843855,843854,Default Transition,Default Rephrase,,Restating
6784,843860,843862,843861,Default Transition,Default Rephrase,,Default Illocuting
6785,843863,843865,843864,Default Transition,Default Rephrase,,Restating
6786,843831,843867,843866,Default Transition,Default Rephrase,,Restating
6787,844154,844155,844153,Default Transition,Default Rephrase,,Restating
6788,844157,844158,844156,Default Transition,Default Rephrase,,Restating
6789,844160,844161,844159,Default Transition,Default Inference,,Arguing
6790,844167,844168,844166,Default Transition,Default Rephrase,,Restating
6791,844176,844177,844173,Default Transition,Default Inference,,Arguing
6792,844181,844182,844180,Default Transition,Default Conflict,,Disagreeing
6793,844163,844184,844162,Default Transition,Default Rephrase,,Restating
6794,844317,844319,844318,Default Transition,Default Rephrase,,Restating
6795,844324,844325,844322,Default Transition,Default Inference,,Arguing
6796,844334,844335,844333,Default Transition,Default Inference,,Arguing
6797,844337,844338,844336,Default Transition,Default Rephrase,,Restating
6798,844339,844341,844340,Default Transition,Default Rephrase,,Restating
6799,844347,844349,844346,Default Transition,Default Inference,,Arguing
6800,844348,844350,844345,Default Transition,Default Inference,,Arguing
6801,844352,844353,844351,Default Transition,Default Rephrase,,Restating
6802,844355,844356,844354,Default Transition,Default Rephrase,,Restating
6803,844361,844362,844360,Default Transition,Default Inference,,Arguing
6804,844364,844365,844363,Default Transition,Default Rephrase,,Restating
6805,844376,844377,844375,Default Transition,Default Rephrase,,Restating
6806,844382,844383,844381,Default Transition,Default Conflict,,Disagreeing
6807,846987,846989,846988,Default Transition,Default Rephrase,,Default Illocuting
6808,846992,846993,846991,Default Transition,Default Rephrase,,Default Illocuting
6809,847000,847002,847001,Default Transition,Default Conflict,,Disagreeing
6810,847008,847009,847007,Default Transition,Default Rephrase,,Restating
6811,847016,847017,847015,Default Transition,Default Conflict,,Disagreeing
6812,847005,847020,847019,Default Transition,Default Inference,,Arguing
6813,848013,848014,848012,Default Transition,Default Conflict,,Disagreeing
6814,848018,848020,848019,Default Transition,Default Inference,,Arguing
6815,848022,848024,848023,Default Transition,Default Inference,,Arguing
6816,848026,848027,848025,Default Transition,Default Rephrase,,Restating
6817,848032,848034,848033,Default Transition,Default Inference,,Arguing
6818,848037,848038,848036,Default Transition,Default Rephrase,,Restating
6819,848053,848054,848052,Default Transition,Default Rephrase,,Restating
6820,848117,848118,848116,Default Transition,Default Inference,,Arguing
6821,848113,848119,848114,Default Transition,Default Rephrase,,Restating
6822,848121,848122,848120,Default Transition,Default Rephrase,,Restating
6823,848125,848127,848126,Default Transition,Default Rephrase,,Restating
6824,848124,848129,848128,Default Transition,Default Rephrase,,Restating
6825,848133,848135,848134,Default Transition,Default Inference,,Arguing
6826,848137,848138,848136,Default Transition,Default Rephrase,,Restating
6827,848300,848301,848299,Default Transition,Default Inference,,Arguing
6828,848282,848304,848303,Default Transition,Default Conflict,,Disagreeing
6829,848316,848317,848315,Default Transition,Default Rephrase,,Restating
6830,848330,848331,848329,Default Transition,Default Rephrase,,Default Illocuting
6831,848339,848340,848338,Default Transition,Default Conflict,,Disagreeing
6832,848352,848353,848351,Default Transition,Default Rephrase,,Restating
6833,848807,848809,848808,Default Transition,Default Rephrase,,Default Illocuting
6834,848811,848812,848810,Default Transition,Default Rephrase,,Restating
6835,848818,848819,848817,Default Transition,Default Inference,,Arguing
6836,848822,848823,848821,Default Transition,Default Rephrase,,Restating
6837,848826,848827,848825,Default Transition,Default Inference,,Arguing
6838,849235,849237,849236,Default Transition,Default Conflict,,Disagreeing
6839,849243,849245,849244,Default Transition,Default Inference,,Arguing
6840,849232,849248,849233,Default Transition,Default Inference,,Arguing
6841,849241,849250,849249,Default Transition,Default Rephrase,,Default Illocuting
6842,849254,849256,849255,Default Transition,Default Inference,,Arguing
6843,849257,849259,849258,Default Transition,Default Inference,,Default Illocuting
6844,849265,849267,849266,Default Transition,Default Inference,,Arguing
6845,849270,849272,849271,Default Transition,Default Inference,,Arguing
6846,849274,849276,849275,Default Transition,Default Rephrase,,Restating
6847,849278,849280,849279,Default Transition,Default Rephrase,,Restating
6848,849289,849290,849287,Default Transition,Default Inference,,Arguing
6849,849341,849343,849342,Default Transition,Default Rephrase,,Restating
6850,849335,849345,849344,Default Transition,Default Inference,,Arguing
6851,849339,849347,849346,Default Transition,Default Inference,,Arguing
6852,849349,849350,849348,Default Transition,Default Inference,,Arguing
6853,849331,849352,849351,Default Transition,Default Inference,,Arguing
6854,849361,849362,849360,Default Transition,Default Rephrase,,Restating
6855,849358,849363,849359,Default Transition,Default Rephrase,,Restating
6856,849376,849379,849377,Default Transition,Default Rephrase,,Restating
6857,849381,849384,849380,Default Transition,Default Inference,,Arguing
6858,849375,849387,849386,Default Transition,Default Inference,,Arguing
6859,849389,849390,849388,Default Transition,Default Rephrase,,Restating
6860,849441,849443,849442,Default Transition,Default Rephrase,,Restating
6861,849444,849446,849445,Default Transition,Default Inference,,Arguing
6862,849447,849449,849448,Default Transition,Default Inference,,Arguing
6863,849452,849453,849451,Default Transition,Default Rephrase,,Restating
6864,849458,849459,849457,Default Transition,Default Rephrase,,Agreeing
6865,849461,849463,849462,Default Transition,Default Rephrase,,Restating
6866,849464,849466,849465,Default Transition,Default Inference,,Arguing
6867,849467,849469,849468,Default Transition,Default Rephrase,,Restating
6868,849472,849473,849471,Default Transition,Default Rephrase,,Restating
6869,849475,849476,849474,Default Transition,Default Rephrase,,Agreeing
6870,849481,849483,849482,Default Transition,Default Inference,,Arguing
6871,849485,849487,849486,Default Transition,Default Rephrase,,Restating
6872,849497,849499,849498,Default Transition,Default Rephrase,,Restating
6873,849501,849503,849502,Default Transition,Default Rephrase,,Restating
6874,849507,849510,849509,Default Transition,Default Inference,,Arguing
6875,849517,849520,849519,Default Transition,Default Rephrase,,Restating
6876,849522,849523,849521,Default Transition,Default Inference,,Restating
6877,849532,849534,849533,Default Transition,Default Rephrase,,Restating
6878,849536,849538,849537,Default Transition,Default Inference,,Arguing
6879,849541,849542,849540,Default Transition,Default Inference,,Arguing
6880,849546,849548,849547,Default Transition,Default Conflict,,Disagreeing
6881,849552,849554,849553,Default Transition,Default Rephrase,,Restating
6882,849561,849563,849562,Default Transition,Default Rephrase,,Restating
6883,849564,849566,849565,Default Transition,Default Rephrase,,Restating
6884,849570,849571,849569,Default Transition,Default Conflict,,Disagreeing
6885,849573,849576,849575,Default Transition,Default Rephrase,,Restating
6886,849578,849579,849577,Default Transition,Default Rephrase,,Restating
6887,849584,849585,849583,Default Transition,Default Conflict,,Disagreeing
6888,849590,849591,849589,Default Transition,Default Rephrase,,Restating
6889,849594,849595,849593,Default Transition,Default Inference,,Arguing
6890,849605,849606,849604,Default Transition,Default Inference,,Arguing
6891,849608,849609,849607,Default Transition,Default Conflict,,Disagreeing
6892,849612,849613,849611,Default Transition,Default Rephrase,,Restating
6893,849615,849616,849610,Default Transition,Default Inference,,Arguing
6894,849618,849621,849620,Default Transition,Default Inference,,Arguing
6895,849659,849677,849664,Default Transition,Default Inference,,Default Illocuting
6896,849684,849686,849685,Default Transition,Default Inference,,Default Illocuting
6897,849688,849690,849689,Default Transition,Default Inference,,Arguing
6898,849694,849701,849699,Default Transition,Default Inference,,Arguing
6899,849696,849702,849700,Default Transition,Default Inference,,Arguing
6900,849698,849704,849703,Default Transition,Default Rephrase,,Restating
6901,849710,849712,849711,Default Transition,Default Inference,,Arguing
6902,849715,849717,849716,Default Transition,Default Rephrase,,Restating
6903,849719,849721,849720,Default Transition,Default Rephrase,,Restating
6904,849723,849725,849724,Default Transition,Default Rephrase,,Restating
6905,849727,849729,849728,Default Transition,Default Inference,,Arguing
6906,849731,849733,849732,Default Transition,Default Inference,,Arguing
6907,849744,849746,849745,Default Transition,Default Conflict,,Disagreeing
6908,849749,849750,849748,Default Transition,Default Inference,,Arguing
6909,849752,849754,849753,Default Transition,Default Rephrase,,Restating
6910,849758,849759,849757,Default Transition,Default Inference,,Arguing
6911,849737,849761,849760,Default Transition,Default Inference,,Arguing
6912,849769,849771,849770,Default Transition,Default Rephrase,,Default Illocuting
6913,849773,849775,849774,Default Transition,Default Conflict,,Disagreeing
6914,849777,849779,849778,Default Transition,Default Inference,,Arguing
6915,849781,849783,849782,Default Transition,Default Inference,,Arguing
6916,849785,849787,849786,Default Transition,Default Conflict,,Disagreeing
6917,849792,849794,849793,Default Transition,Default Inference,,Arguing
6918,849797,849799,849798,Default Transition,Default Inference,,Arguing
6919,849804,849805,849803,Default Transition,Default Rephrase,,Restating
6920,849801,849813,849812,Default Transition,Default Inference,,Arguing
6921,849822,849823,849821,Default Transition,Default Inference,,Arguing
6922,849847,849854,849853,Default Transition,Default Rephrase,,Restating
6923,849860,849861,849859,Default Transition,Default Conflict,,Disagreeing
6924,849862,849864,849863,Default Transition,Default Inference,,Arguing
6925,849869,849871,849870,Default Transition,Default Rephrase,,Restating
6926,849899,849901,849900,Default Transition,Default Inference,,Arguing
6927,849902,849904,849903,Default Transition,Default Rephrase,,Default Illocuting
6928,849906,849908,849907,Default Transition,Default Conflict,,Disagreeing
6929,849912,849914,849913,Default Transition,Default Inference,,Arguing
6930,849918,849924,849923,Default Transition,Default Inference,,Arguing
6931,849926,849933,849927,Default Transition,Default Inference,,Arguing
6932,849932,849934,849921,Default Transition,Default Inference,,Arguing
6933,849916,849936,849935,Default Transition,Default Rephrase,,Restating
6934,849960,849961,849959,Default Transition,Default Rephrase,,Restating
6935,849963,849964,849962,Default Transition,Default Rephrase,,Restating
6936,849966,849967,849965,Default Transition,Default Rephrase,,Restating
6937,849970,849971,849969,Default Transition,Default Rephrase,,Restating
6938,849977,849978,849976,Default Transition,Default Rephrase,,Restating
6939,849975,849982,849981,Default Transition,Default Inference,,Arguing
6940,849983,849984,849980,Default Transition,Default Rephrase,,Restating
6941,849987,849989,849988,Default Transition,Default Inference,,Restating
6942,849991,849993,849992,Default Transition,Default Rephrase,,Restating
6943,850091,850092,850090,Default Transition,Default Inference,,Arguing
6944,850094,850096,850095,Default Transition,Default Conflict,,Disagreeing
6945,850100,850101,850099,Default Transition,Default Rephrase,,Restating
6946,850103,850105,850104,Default Transition,Default Rephrase,,Restating
6947,850111,850112,850110,Default Transition,Default Rephrase,,Restating
6948,850114,850116,850115,Default Transition,Default Inference,,Arguing
6949,850118,850120,850119,Default Transition,Default Rephrase,,Restating
6950,850122,850124,850123,Default Transition,Default Conflict,,Disagreeing
6951,850130,850132,850131,Default Transition,Default Rephrase,,Restating
6952,850133,850137,850136,Default Transition,Default Rephrase,,Restating
6953,850139,850141,850140,Default Transition,Default Rephrase,,Restating
6954,850143,850145,850144,Default Transition,Default Conflict,,Disagreeing
6955,850147,850148,850146,Default Transition,Default Inference,,Arguing
6956,850150,850152,850151,Default Transition,Default Inference,,Arguing
6957,850154,850156,850155,Default Transition,Default Rephrase,,Restating
6958,850163,850164,850162,Default Transition,Default Inference,,Arguing
6959,850168,850169,850167,Default Transition,Default Rephrase,,Restating
6960,850171,850173,850172,Default Transition,Default Rephrase,,Restating
6961,850372,850373,850371,Default Transition,Default Conflict,,Disagreeing
6962,850379,850381,850380,Default Transition,Default Rephrase,,Restating
6963,850386,850387,850385,Default Transition,Default Rephrase,,Restating
6964,850390,850391,850389,Default Transition,Default Rephrase,,Default Illocuting
6965,850394,850395,850393,Default Transition,Default Conflict,,Arguing
6966,850401,850402,850400,Default Transition,Default Rephrase,,Restating
6967,850404,850405,850403,Default Transition,Default Inference,,Arguing
6968,850408,850409,850407,Default Transition,Default Inference,,Arguing
6969,850417,850418,850416,Default Transition,Default Inference,,Arguing
6970,850413,850421,850420,Default Transition,Default Rephrase,,Restating
6971,850429,850430,850428,Default Transition,Default Rephrase,,Restating
6972,850432,850434,850433,Default Transition,Default Rephrase,,Default Illocuting
6973,850438,850440,850439,Default Transition,Default Inference,,Arguing
6974,850445,850446,850444,Default Transition,Default Inference,,Arguing
6975,850449,850450,850448,Default Transition,Default Rephrase,,Default Illocuting
6976,850452,850455,850454,Default Transition,Default Inference,,Arguing
6977,850461,850462,850460,Default Transition,Default Conflict,,Disagreeing
6978,850473,850475,850474,Default Transition,Default Inference,,Arguing
6979,850478,850480,850479,Default Transition,Default Inference,,Arguing
6980,850497,850499,850498,Default Transition,Default Inference,,Arguing
6981,850469,850511,850510,Default Transition,Default Rephrase,,Restating
6982,850508,850515,850514,Default Transition,Default Inference,,Arguing
6983,850509,850517,850516,Default Transition,Default Rephrase,,Restating
6984,850493,850518,850513,Default Transition,Default Conflict,,Disagreeing
6985,850524,850526,850525,Default Transition,Default Rephrase,,Restating
6986,850528,850530,850529,Default Transition,Default Inference,,Arguing
6987,850540,850541,850539,Default Transition,Default Rephrase,,Restating
6988,850542,850544,850543,Default Transition,Default Inference,,Arguing
6989,850547,850548,850545,Default Transition,Default Inference,,Arguing
6990,850551,850553,850552,Default Transition,Default Rephrase,,Restating
6991,850562,850563,850560,Default Transition,Default Inference,,Arguing
6992,850564,850566,850565,Default Transition,Default Rephrase,,Restating
6993,850521,850570,850569,Default Transition,Default Rephrase,,Restating
6994,850574,850575,850573,Default Transition,Default Inference,,Arguing
6995,850591,850593,850592,Default Transition,Default Inference,,Arguing
6996,850595,850597,850596,Default Transition,Default Rephrase,,Restating
6997,850601,850602,850600,Default Transition,Default Rephrase,,Restating
6998,850677,850712,850711,Default Transition,Default Inference,,Arguing
6999,850714,850715,850713,Default Transition,Default Conflict,,Disagreeing
7000,850717,850718,850716,Default Transition,Default Rephrase,,Default Illocuting
7001,850686,850720,850719,Default Transition,Default Conflict,,Disagreeing
7002,850733,850734,850732,Default Transition,Default Inference,,Arguing
7003,850737,850738,850736,Default Transition,Default Inference,,Arguing
7004,850704,850740,850739,Default Transition,Default Rephrase,,Restating
7005,850681,850741,850735,Default Transition,Default Inference,,Arguing
7006,850727,850743,850742,Default Transition,Default Rephrase,,Restating
7007,850745,850746,850744,Default Transition,Default Inference,,Arguing
7008,850790,850792,850791,Default Transition,Default Inference,,Arguing
7009,850803,850812,850811,Default Transition,Default Inference,,Arguing
7010,850796,850814,850813,Default Transition,Default Inference,,Arguing
7011,850816,850817,850815,Default Transition,Default Inference,,Arguing
7012,850809,850819,850818,Default Transition,Default Rephrase,,Restating
7013,850821,850822,850820,Default Transition,Default Inference,,Arguing
7014,850825,850830,850828,Default Transition,Default Rephrase,,Restating
7015,850827,850831,850829,Default Transition,Default Rephrase,,Restating
7016,850833,850835,850834,Default Transition,Default Inference,,Arguing
7017,850840,850841,850839,Default Transition,Default Rephrase,,Restating
7018,850846,850847,850845,Default Transition,Default Inference,,Arguing
7019,850851,850852,850850,Default Transition,Default Conflict,,Disagreeing
7020,850855,850856,850848,Default Transition,Default Inference,,Arguing
7021,850854,850858,850857,Default Transition,Default Rephrase,,Restating
7022,850860,850862,850861,Default Transition,Default Rephrase,,Restating
7023,850870,850871,850867,Default Transition,Default Inference,,Arguing
7024,850887,850888,850886,Default Transition,Default Inference,,Arguing
7025,850889,850891,850890,Default Transition,Default Rephrase,,Restating
7026,850893,850894,850892,Default Transition,Default Inference,,Arguing
7027,850896,850897,850895,Default Transition,Default Rephrase,,Restating
7028,850898,850900,850899,Default Transition,Default Conflict,,Disagreeing
7029,850904,850905,850903,Default Transition,Default Rephrase,,Restating
7030,850906,850908,850907,Default Transition,Default Inference,,Arguing
7031,850910,850912,850911,Default Transition,Default Rephrase,,Default Illocuting
7032,850920,850921,850919,Default Transition,Default Conflict,,Disagreeing
7033,850922,850924,850923,Default Transition,Default Inference,,Arguing
7034,850925,850927,850926,Default Transition,Default Inference,,Arguing
7035,850928,850930,850929,Default Transition,Default Inference,,Arguing
7036,850901,850932,850931,Default Transition,Default Rephrase,,Restating
7037,850937,850939,850938,Default Transition,Default Rephrase,,Restating
7038,850943,850945,850944,Default Transition,Default Inference,,Arguing
7039,850953,850954,850952,Default Transition,Default Inference,,Arguing
7040,850958,850959,850957,Default Transition,Default Rephrase,,Restating
7041,850964,850965,850963,Default Transition,Default Rephrase,,Restating
7042,850968,850969,850967,Default Transition,Default Rephrase,,Default Illocuting
7043,850974,850975,850973,Default Transition,Default Inference,,Arguing
7044,850983,850984,850982,Default Transition,Default Inference,,Arguing
7045,850986,850990,850987,Default Transition,Default Inference,,Arguing
7046,850989,850991,850988,Default Transition,Default Inference,,Arguing
7047,850996,850998,850997,Default Transition,Default Conflict,,Disagreeing
7048,851000,851001,850999,Default Transition,Default Inference,,Arguing
7049,851007,851009,851005,Default Transition,Default Rephrase,,Restating
